Year,City,Sport,Discipline,Country,Gender,Event,Medal,Athlete
1900,Paris,Football,Football,GBR,Men,Football,Gold,GBR
1900,Paris,Golf,Golf,GBR,Men,Individual,Bronze,"ROBERTSON, David Donaldson"
1900,Paris,Golf,Golf,GBR,Men,Individual,Silver,"RUTHERFORD, Walter"
1900,Paris,Golf,Golf,USA,Men,Individual,Gold,"SANDS, Charles Edward"
1900,Paris,Golf,Golf,USA,Women,Individual,Bronze,"PRATT, Daria"
1900,Paris,Golf,Golf,USA,Women,Individual,Gold,"ABBOTT, Margaret Ives"
1900,Paris,Golf,Golf,USA,Women,Individual,Silver,"WHITTIER, Pauline"
1900,Paris,Gymnastics,Artistic G.,FRA,Men,Individual All-Round,Bronze,"DEMANET, Lucien"
1900,Paris,Gymnastics,Artistic G.,FRA,Men,Individual All-Round,Gold,"SANDRAS, Gustave"
1900,Paris,Gymnastics,Artistic G.,FRA,Men,Individual All-Round,Silver,"BAS, Noël"
1900,Paris,Polo,Polo,ZZX,Men,Polo,Bronze,ZZX
1900,Paris,Polo,Polo,ZZX,Men,Polo,Gold,ZZX
1900,Paris,Polo,Polo,ZZX,Men,Polo,Silver,ZZX
1900,Paris,Rowing,Rowing,FRA,Men,Single Sculls (1X),Gold,"BARRELET, Henri"
1900,Paris,Rowing,Rowing,FRA,Men,Single Sculls (1X),Silver,"GAUDIN, André"
1900,Paris,Rowing,Rowing,GBR,Men,Single Sculls (1X),Bronze,"ASHE, Saint-George"
1900,Paris,Rowing,Rowing,BEL,Men,Eight With Coxswain (8+),Silver,BEL
1900,Paris,Rowing,Rowing,FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,FRA
1900,Paris,Rowing,Rowing,FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,FRA
1900,Paris,Rowing,Rowing,FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,FRA
1900,Paris,Rowing,Rowing,FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver,FRA
1900,Paris,Rowing,Rowing,GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,GER
1900,Paris,Rowing,Rowing,GER,Men,Four-Oared Shell With Coxswain (4-),Gold,GER
1900,Paris,Rowing,Rowing,NED,Men,Eight With Coxswain (8+),Bronze,NED
1900,Paris,Rowing,Rowing,NED,Men,Four-Oared Shell With Coxswain (4-),Silver,NED
1900,Paris,Rowing,Rowing,USA,Men,Eight With Coxswain (8+),Gold,USA
1900,Paris,Rowing,Rowing,ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,ZZX
1900,Paris,Rugby,Rugby,FRA,Men,Rugby,Gold,FRA
1900,Paris,Rugby,Rugby,GBR,Men,Rugby,Silver,GBR
1900,Paris,Rugby,Rugby,GER,Men,Rugby,Silver,GER
1900,Paris,Sailing,Sailing,FRA,Men,10-20T,Silver,"LE DUC DECAZES, Jean"
1900,Paris,Sailing,Sailing,FRA,Men,3-10T,Silver,"GUFFLET, Maurice"
1900,Paris,Sailing,Sailing,GBR,Men,10-20T,Bronze,"HORE, Edward"
1900,Paris,Sailing,Sailing,GBR,Men,3-10T,Gold,"TAYLOR, Howard"
1900,Paris,Sailing,Sailing,USA,Men,3-10T,Bronze,"MACHENRY, M."
1900,Paris,Sailing,Sailing,FRA,Men,0.5-1T,Bronze,FRA
1900,Paris,Sailing,Sailing,FRA,Men,0.5-1T,Silver,FRA
1900,Paris,Sailing,Sailing,FRA,Men,10-20T,Gold,FRA
1900,Paris,Sailing,Sailing,FRA,Men,Open Class,Bronze,FRA
1900,Paris,Sailing,Sailing,GBR,Men,0.5-1T,Gold,GBR
1900,Paris,Sailing,Sailing,GBR,Men,Open Class,Gold,GBR
1900,Paris,Sailing,Sailing,GER,Men,Open Class,Silver,GER
1900,Paris,Shooting,Shooting,BEL,Men,"Army Rifle, 300M, 3 Positions",Bronze,"VAN ASBROECK, Paul"
1900,Paris,Shooting,Shooting,BEL,Men,"Army Rifle, 300M, Standing",Bronze,"PAUMIER DU VERGIER, Charles"
1900,Paris,Shooting,Shooting,DEN,Men,"Army Rifle, 300M, 3 Positions",Silver,"NIELSEN, Anders Peter"
1900,Paris,Shooting,Shooting,DEN,Men,"Army Rifle, 300M, Kneeling",Silver,"NIELSEN, Anders Peter"
1900,Paris,Shooting,Shooting,DEN,Men,"Army Rifle, 300M, Prone",Silver,"NIELSEN, Anders Peter"
1900,Paris,Shooting,Shooting,DEN,Men,"Army Rifle, 300M, Standing",Gold,"MADSEN, Lars Jörgen"
1900,Paris,Shooting,Shooting,FRA,Men,25M Rapid Fire Pistol (60 Shots),Bronze,"BALME, Eugène"
1900,Paris,Shooting,Shooting,FRA,Men,25M Rapid Fire Pistol (60 Shots),Gold,"LARROUY, Maurice"
1900,Paris,Shooting,Shooting,FRA,Men,25M Rapid Fire Pistol (60 Shots),Silver,"MOREAUX, Léon"
1900,Paris,Shooting,Shooting,FRA,Men,50M Pistol (60 Shots),Silver,"PAROCHE, Achille"
1900,Paris,Shooting,Shooting,FRA,Men,"Army Rifle, 300M, Prone",Gold,"PAROCHE, Achille"
1900,Paris,Shooting,Shooting,FRA,Men,Trap (125 Targets),Bronze,"DE CLARY, Justinien"
1900,Paris,Shooting,Shooting,FRA,Men,Trap (125 Targets),Gold,"DE BARBARIN, Roger"
1900,Paris,Shooting,Shooting,FRA,Men,Trap (125 Targets),Silver,"GUYOT, René"
1900,Paris,Shooting,Shooting,NOR,Men,"Army Rifle, 300M, 3 Positions",Bronze,"ÖSTMO, Ole"
1900,Paris,Shooting,Shooting,NOR,Men,"Army Rifle, 300M, Prone",Bronze,"ÖSTMO, Ole"
1900,Paris,Shooting,Shooting,NOR,Men,"Army Rifle, 300M, Standing",Silver,"ÖSTMO, Ole"
1900,Paris,Shooting,Shooting,SUI,Men,50M Pistol (60 Shots),Bronze,"STÄHELI, Konrad"
1900,Paris,Shooting,Shooting,SUI,Men,50M Pistol (60 Shots),Gold,"RÖDERER, Karl Konrad"
1900,Paris,Shooting,Shooting,SUI,Men,"Army Rifle, 300M, 3 Positions",Gold,"KELLENBERGER, Emil"
1900,Paris,Shooting,Shooting,SUI,Men,"Army Rifle, 300M, Kneeling",Gold,"STÄHELI, Konrad"
1900,Paris,Shooting,Shooting,SUI,Men,"Army Rifle, 300M, Kneeling",Silver,"KELLENBERGER, Emil"
1900,Paris,Shooting,Shooting,FRA,Men,"50M Army Pistol, Team",Silver,FRA
1900,Paris,Shooting,Shooting,FRA,Men,"Free Rifle, Team",Bronze,FRA
1900,Paris,Shooting,Shooting,NED,Men,"50M Army Pistol, Team",Bronze,NED
1900,Paris,Shooting,Shooting,NOR,Men,"Free Rifle, Team",Silver,NOR
1900,Paris,Shooting,Shooting,SUI,Men,"50M Army Pistol, Team",Gold,SUI
1900,Paris,Shooting,Shooting,SUI,Men,"Free Rifle, Team",Gold,SUI
1900,Paris,Tennis,Tennis,BOH,Women,Singles,Bronze,"ROSENBAUM, Hedwig"
1900,Paris,Tennis,Tennis,FRA,Women,Singles,Silver,"PREVOST, Hélène"
1900,Paris,Tennis,Tennis,GBR,Men,Mixed Doubles,Gold,"DOHERTY, Reginald Frank"
1900,Paris,Tennis,Tennis,GBR,Men,Singles,Gold,"DOHERTY, Hugh Lawrence"
1900,Paris,Tennis,Tennis,GBR,Men,Singles,Silver,"MAHONY, Harold Sergerson"
1900,Paris,Tennis,Tennis,GBR,Women,Mixed Doubles,Gold,"COOPER, Charlotte"
1900,Paris,Tennis,Tennis,GBR,Women,Singles,Gold,"COOPER, Charlotte"
1900,Paris,Tennis,Tennis,USA,Women,Singles,Bronze,"JONES, Marion"
1900,Paris,Tennis,Tennis,ZZX,Men,Mixed Doubles,Silver,"MAHONY, Harold Sergerson"
1900,Paris,Tennis,Tennis,ZZX,Women,Mixed Doubles,Silver,"PREVOST, Hélène"
1900,Paris,Tennis,Tennis,FRA,Men,Doubles,Bronze,FRA
1900,Paris,Tennis,Tennis,GBR,Men,Doubles,Bronze,GBR
1900,Paris,Tennis,Tennis,GBR,Men,Doubles,Gold,GBR
1900,Paris,Tennis,Tennis,GBR,Men,Singles,Bronze,GBR
1900,Paris,Tennis,Tennis,ZZX,Men,Doubles,Silver,ZZX
1900,Paris,Tennis,Tennis,ZZX,Men,Mixed Doubles,Bronze,ZZX
1900,Paris,Tennis,Tennis,ZZX,Women,Mixed Doubles,Bronze,ZZX
1900,Paris,Tug of War,Tug of War,FRA,Men,Tug Of War,Silver,FRA
1900,Paris,Tug of War,Tug of War,ZZX,Men,Tug Of War,Gold,ZZX
1904,St Louis,Aquatics,Diving,GER,Men,10M Platform,Bronze,"BRAUNSCHWEIGER, Alfred"
1904,St Louis,Aquatics,Diving,GER,Men,10M Platform,Silver,"HOFFMANN, Georg"
1904,St Louis,Aquatics,Diving,USA,Men,10M Platform,Bronze,"KEHOE, Frank"
1904,St Louis,Aquatics,Diving,USA,Men,10M Platform,Gold,"SHELDON, George"
1904,St Louis,Aquatics,Diving,USA,Men,Plunge For Distance,Bronze,"GOODWIN, Leo Budd"
1904,St Louis,Aquatics,Diving,USA,Men,Plunge For Distance,Gold,"DICKEY, William Paul"
1904,St Louis,Aquatics,Diving,USA,Men,Plunge For Distance,Silver,"ADAMS, Edgar H."
1904,St Louis,Aquatics,Swimming,AUT,Men,400M Freestyle,Bronze,"WAHLE, Otto"
1904,St Louis,Aquatics,Swimming,GER,Men,100M Backstroke,Bronze,"ZACHARIAS, Georg"
1904,St Louis,Aquatics,Swimming,GER,Men,100M Backstroke,Gold,"BRACK, Walter"
1904,St Louis,Aquatics,Swimming,GER,Men,100M Backstroke,Silver,"HOFFMANN, Georg"
1904,St Louis,Aquatics,Swimming,GER,Men,1500M Freestyle,Gold,"RAUSCH, Emil"
1904,St Louis,Aquatics,Swimming,GER,Men,200M Freestyle,Bronze,"RAUSCH, Emil"
1904,St Louis,Aquatics,Swimming,GER,Men,400M Breaststroke,Gold,"ZACHARIAS, Georg"
1904,St Louis,Aquatics,Swimming,GER,Men,400M Breaststroke,Silver,"BRACK, Walter"
1904,St Louis,Aquatics,Swimming,GER,Men,880Y Freestyle (804.66M),Gold,"RAUSCH, Emil"
1904,St Louis,Aquatics,Swimming,HUN,Men,100M Freestyle,Gold,"HALMAY, Zoltan"
1904,St Louis,Aquatics,Swimming,HUN,Men,1500M Freestyle,Silver,"KISS, Geza"
1904,St Louis,Aquatics,Swimming,HUN,Men,50Y Freestyle (45.72M),Gold,"HALMAY, Zoltan"
1904,St Louis,Aquatics,Swimming,HUN,Men,880Y Freestyle (804.66M),Bronze,"KISS, Geza"
1904,St Louis,Aquatics,Swimming,USA,Men,100M Freestyle,Bronze,"LEARY, J. Scott"
1904,St Louis,Aquatics,Swimming,USA,Men,100M Freestyle,Silver,"DANIELS, Charles"
1904,St Louis,Aquatics,Swimming,USA,Men,1500M Freestyle,Bronze,"GAILEY, Francis"
1904,St Louis,Aquatics,Swimming,USA,Men,200M Freestyle,Gold,"DANIELS, Charles"
1904,St Louis,Aquatics,Swimming,USA,Men,200M Freestyle,Silver,"GAILEY, Francis"
1904,St Louis,Aquatics,Swimming,USA,Men,400M Breaststroke,Bronze,"HANDY, Hehry Jamison"
1904,St Louis,Aquatics,Swimming,USA,Men,400M Freestyle,Gold,"DANIELS, Charles"
1904,St Louis,Aquatics,Swimming,USA,Men,400M Freestyle,Silver,"GAILEY, Francis"
1904,St Louis,Aquatics,Swimming,USA,Men,50Y Freestyle (45.72M),Bronze,"DANIELS, Charles"
1904,St Louis,Aquatics,Swimming,USA,Men,50Y Freestyle (45.72M),Silver,"LEARY, J. Scott"
1904,St Louis,Aquatics,Swimming,USA,Men,880Y Freestyle (804.66M),Silver,"GAILEY, Francis"
1904,St Louis,Aquatics,Swimming,USA,Men,4X50Y Freestyle Relay,Bronze,USA
1904,St Louis,Aquatics,Swimming,USA,Men,4X50Y Freestyle Relay,Gold,USA
1904,St Louis,Aquatics,Swimming,USA,Men,4X50Y Freestyle Relay,Silver,USA
1904,St Louis,Archery,Archery,USA,Men,Double American Round (60Y - 50Y - 40Y),Bronze,"THOMPSON, William Henry"
1904,St Louis,Archery,Archery,USA,Men,Double American Round (60Y - 50Y - 40Y),Gold,"BRYANT, George Philipp"
1904,St Louis,Archery,Archery,USA,Men,Double American Round (60Y - 50Y - 40Y),Silver,"WILLIAMS, Robert"
1904,St Louis,Archery,Archery,USA,Men,Double York Round (100Y - 80Y - 60Y),Bronze,"THOMPSON, William Henry"
1904,St Louis,Archery,Archery,USA,Men,Double York Round (100Y - 80Y - 60Y),Gold,"BRYANT, George Philipp"
1904,St Louis,Archery,Archery,USA,Men,Double York Round (100Y - 80Y - 60Y),Silver,"WILLIAMS, Robert"
1904,St Louis,Archery,Archery,USA,Women,Double Columbia Round (50Y - 40Y - 30Y),Bronze,"POLLOCK, Jessie"
1904,St Louis,Archery,Archery,USA,Women,Double Columbia Round (50Y - 40Y - 30Y),Gold,"HOWELL, Matilda Scott"
1904,St Louis,Archery,Archery,USA,Women,Double Columbia Round (50Y - 40Y - 30Y),Silver,"COOKE, Emma C."
1904,St Louis,Archery,Archery,USA,Women,Double National Round (60Y - 50Y),Bronze,"POLLOCK, Jessie"
1904,St Louis,Archery,Archery,USA,Women,Double National Round (60Y - 50Y),Gold,"HOWELL, Matilda Scott"
1904,St Louis,Archery,Archery,USA,Women,Double National Round (60Y - 50Y),Silver,"COOKE, Emma C."
1904,St Louis,Archery,Archery,USA,Men,Team Round 60Y,Bronze,USA
1904,St Louis,Archery,Archery,USA,Men,Team Round 60Y,Gold,USA
1904,St Louis,Archery,Archery,USA,Men,Team Round 60Y,Silver,USA
1904,St Louis,Archery,Archery,USA,Women,Teams Fita Round,Gold,USA
1904,St Louis,Archery,Archery,USA,Women,Teams Fita Round,Silver,USA
1904,St Louis,Athletics,Athletics,CAN,Men,56LB Weight Throw (25.4KG),Gold,"DESMARTEAU, Etienne"
1904,St Louis,Athletics,Athletics,GBR,Men,3000M Steeplechase,Silver,"DALY, John"
1904,St Louis,Athletics,Athletics,GBR,Men,Decathlon,Gold,"KIELY, Thomas Francis"
1904,St Louis,Athletics,Athletics,GER,Men,High Jump,Bronze,"WEINSTEIN, Paul"
1904,St Louis,Athletics,Athletics,GRE,Men,Discus Throw,Bronze,"GEORGANDAS, Nicolaos"
1904,St Louis,Athletics,Athletics,USA,Men,100M,Bronze,"HOGENSON, William"
1904,St Louis,Athletics,Athletics,USA,Men,100M,Gold,"HAHN, Archie"
1904,St Louis,Athletics,Athletics,USA,Men,100M,Silver,"CARTMELL, John Nathaniel"
1904,St Louis,Athletics,Athletics,USA,Men,110M Hurdles,Bronze,"ASHBURNER, Lesley"
1904,St Louis,Athletics,Athletics,USA,Men,110M Hurdles,Gold,"SCHULE, Frederick"
1904,St Louis,Athletics,Athletics,USA,Men,110M Hurdles,Silver,"SHIDELER, Thaddeus"
1904,St Louis,Athletics,Athletics,USA,Men,1500M,Bronze,"HEARN, Lacey"
1904,St Louis,Athletics,Athletics,USA,Men,1500M,Gold,"LIGHTBODY, James"
1904,St Louis,Athletics,Athletics,USA,Men,1500M,Silver,"VERNER, William Frank"
1904,St Louis,Athletics,Athletics,USA,Men,200M,Bronze,"HOGENSON, William"
1904,St Louis,Athletics,Athletics,USA,Men,200M,Gold,"HAHN, Archie"
1904,St Louis,Athletics,Athletics,USA,Men,200M,Silver,"CARTMELL, John Nathaniel"
1904,St Louis,Athletics,Athletics,USA,Men,200M Hurdles,Bronze,"POAGE, George"
1904,St Louis,Athletics,Athletics,USA,Men,200M Hurdles,Gold,"HILLMAN, Harry"
1904,St Louis,Athletics,Athletics,USA,Men,200M Hurdles,Silver,"CASTLEMAN, Frank"
1904,St Louis,Athletics,Athletics,USA,Men,3000M Steeplechase,Bronze,"NEWTON, Arthur"
1904,St Louis,Athletics,Athletics,USA,Men,3000M Steeplechase,Gold,"LIGHTBODY, James"
1904,St Louis,Athletics,Athletics,USA,Men,400M,Bronze,"GROMAN, Herman"
1904,St Louis,Athletics,Athletics,USA,Men,400M,Gold,"HILLMAN, Harry"
1904,St Louis,Athletics,Athletics,USA,Men,400M,Silver,"WALLER, Frank"
1904,St Louis,Athletics,Athletics,USA,Men,400M Hurdles,Bronze,"POAGE, George"
1904,St Louis,Athletics,Athletics,USA,Men,400M Hurdles,Gold,"HILLMAN, Harry"
1904,St Louis,Athletics,Athletics,USA,Men,400M Hurdles,Silver,"WALLER, Frank"
1904,St Louis,Athletics,Athletics,USA,Men,56LB Weight Throw (25.4KG),Bronze,"MITCHELL, James"
1904,St Louis,Athletics,Athletics,USA,Men,56LB Weight Throw (25.4KG),Silver,"FLANAGAN, John Jesus"
1904,St Louis,Athletics,Athletics,USA,Men,60M,Bronze,"MOULTON, Fay"
1904,St Louis,Athletics,Athletics,USA,Men,60M,Gold,"HAHN, Archie"
1904,St Louis,Athletics,Athletics,USA,Men,60M,Silver,"HOGENSON, William"
1904,St Louis,Athletics,Athletics,USA,Men,800M,Bronze,"BREITKREUTZ, Emil"
1904,St Louis,Athletics,Athletics,USA,Men,800M,Gold,"LIGHTBODY, James"
1904,St Louis,Athletics,Athletics,USA,Men,800M,Silver,"VALENTINE, Howard"
1904,St Louis,Athletics,Athletics,USA,Men,Decathlon,Bronze,"HARE, Thomas Truxton"
1904,St Louis,Athletics,Athletics,USA,Men,Decathlon,Silver,"GUNN, Adam"
1904,St Louis,Athletics,Athletics,USA,Men,Discus Throw,Gold,"SHERIDAN, Martin"
1904,St Louis,Athletics,Athletics,USA,Men,Discus Throw,Silver,"ROSE, Ralph"
1904,St Louis,Athletics,Athletics,USA,Men,Hammer Throw,Bronze,"ROSE, Ralph"
1904,St Louis,Athletics,Athletics,USA,Men,Hammer Throw,Gold,"FLANAGAN, John Jesus"
1904,St Louis,Athletics,Athletics,USA,Men,Hammer Throw,Silver,"DEWITT, John"
1904,St Louis,Athletics,Athletics,USA,Men,High Jump,Gold,"JONES, Samuel"
1904,St Louis,Athletics,Athletics,USA,Men,High Jump,Silver,"SERVISS, Garrett"
1904,St Louis,Athletics,Athletics,USA,Men,"High Jump, Standing",Bronze,"ROBERTSON, Lawson N."
1904,St Louis,Athletics,Athletics,USA,Men,"High Jump, Standing",Gold,"EWRY, Ray"
1904,St Louis,Athletics,Athletics,USA,Men,"High Jump, Standing",Silver,"STADLER, Joseph F."
1904,St Louis,Athletics,Athletics,USA,Men,Long Jump,Bronze,"STANGLAND, Robert"
1904,St Louis,Athletics,Athletics,USA,Men,Long Jump,Gold,"PRINSTEIN, Meyer"
1904,St Louis,Athletics,Athletics,USA,Men,Long Jump,Silver,"FRANK, Daniel"
1904,St Louis,Athletics,Athletics,USA,Men,"Long Jump, Standing",Bronze,"BILLER, John"
1904,St Louis,Athletics,Athletics,USA,Men,"Long Jump, Standing",Gold,"EWRY, Ray"
1904,St Louis,Athletics,Athletics,USA,Men,"Long Jump, Standing",Silver,"KING, Charles"
1904,St Louis,Athletics,Athletics,USA,Men,Marathon,Bronze,"NEWTON, Arthur"
1904,St Louis,Athletics,Athletics,USA,Men,Marathon,Gold,"HICKS, Thomas"
1904,St Louis,Athletics,Athletics,USA,Men,Marathon,Silver,"CORAY, Albert"
1904,St Louis,Athletics,Athletics,USA,Men,Pole Vault,Bronze,"WILKINS, Louis"
1904,St Louis,Athletics,Athletics,USA,Men,Pole Vault,Gold,"DVORAK, Charles"
1904,St Louis,Athletics,Athletics,USA,Men,Pole Vault,Silver,"SAMSE, Leroy"
1904,St Louis,Athletics,Athletics,USA,Men,Shot Put,Bronze,"FEUERBACH, Lawrence E. Joseph"
1904,St Louis,Athletics,Athletics,USA,Men,Shot Put,Gold,"ROSE, Ralph"
1904,St Louis,Athletics,Athletics,USA,Men,Shot Put,Silver,"COE, William Wesley"
1904,St Louis,Athletics,Athletics,USA,Men,Triathlon (Long Jump / Shot Put / 100 Yards),Bronze,"MERZ, William"
1904,St Louis,Athletics,Athletics,USA,Men,Triathlon (Long Jump / Shot Put / 100 Yards),Gold,"EMMERICH, Max"
1904,St Louis,Athletics,Athletics,USA,Men,Triathlon (Long Jump / Shot Put / 100 Yards),Silver,"GRIEB, John"
1904,St Louis,Athletics,Athletics,USA,Men,Triple Jump,Bronze,"STANGLAND, Robert"
1904,St Louis,Athletics,Athletics,USA,Men,Triple Jump,Gold,"PRINSTEIN, Meyer"
1904,St Louis,Athletics,Athletics,USA,Men,Triple Jump,Silver,"ENGLEHARDT, Frederick"
1904,St Louis,Athletics,Athletics,USA,Men,"Triple Jump, Standing",Bronze,"STADLER, Joseph F."
1904,St Louis,Athletics,Athletics,USA,Men,"Triple Jump, Standing",Gold,"EWRY, Ray"
1904,St Louis,Athletics,Athletics,USA,Men,"Triple Jump, Standing",Silver,"KING, Charles"
1904,St Louis,Athletics,Athletics,USA,Men,4Miles Team,Gold,USA
1904,St Louis,Athletics,Athletics,ZZX,Men,4Miles Team,Silver,ZZX
1904,St Louis,Boxing,Boxing,USA,Men,+ 71.67KG (Heavyweight),Bronze,"MICHAELS, William"
1904,St Louis,Boxing,Boxing,USA,Men,+ 71.67KG (Heavyweight),Gold,"BERGER, Samuel"
1904,St Louis,Boxing,Boxing,USA,Men,+ 71.67KG (Heavyweight),Silver,"MAYER, Charles"
1904,St Louis,Boxing,Boxing,USA,Men,- 47.63KG (Flyweight),Gold,"FINNEGAN, George"
1904,St Louis,Boxing,Boxing,USA,Men,- 47.63KG (Flyweight),Silver,"BURKE, Miles"
1904,St Louis,Boxing,Boxing,USA,Men,47.63 - 52.16KG (Bantamweight),Gold,"KIRK, Oliver L."
1904,St Louis,Boxing,Boxing,USA,Men,47.63 - 52.16KG (Bantamweight),Silver,"FINNEGAN, George"
1904,St Louis,Boxing,Boxing,USA,Men,52.16 - 56.7KG (Featherweight),Bronze,"GILMORE, Frederick"
1904,St Louis,Boxing,Boxing,USA,Men,52.16 - 56.7KG (Featherweight),Gold,"KIRK, Oliver L."
1904,St Louis,Boxing,Boxing,USA,Men,52.16 - 56.7KG (Featherweight),Silver,"HALLER, Frank"
1904,St Louis,Boxing,Boxing,USA,Men,56.7 - 61.24KG (Lightweight),Bronze,"VAN HORN, Russell"
1904,St Louis,Boxing,Boxing,USA,Men,56.7 - 61.24KG (Lightweight),Gold,"SPANGER, Harry J."
1904,St Louis,Boxing,Boxing,USA,Men,56.7 - 61.24KG (Lightweight),Silver,"EAGAN, James Jack"
1904,St Louis,Boxing,Boxing,USA,Men,61.24 - 65.77KG (Welterweight),Gold,"YOUNG, Albert"
1904,St Louis,Boxing,Boxing,USA,Men,61.24 - 65.77KG (Welterweight),Silver,"SPANGER, Harry J."
1904,St Louis,Boxing,Boxing,USA,Men,65.77 - 71.67KG (Middleweight),Gold,"MAYER, Charles"
1904,St Louis,Boxing,Boxing,USA,Men,65.77 - 71.67KG (Middleweight),Silver,"SPRADLEY, Benjamin"
1904,St Louis,Boxing,Boxing,USA,Men,61.24 - 65.77KG (Welterweight),Bronze,USA
1904,St Louis,Cycling,Cycling Track,USA,Men,1 Mile (1609.3M),Bronze,"BILLINGTON, Edward"
1904,St Louis,Cycling,Cycling Track,USA,Men,1 Mile (1609.3M),Gold,"HURLEY, Marcus"
1904,St Louis,Cycling,Cycling Track,USA,Men,1 Mile (1609.3M),Silver,"DOWNING, Burton"
1904,St Louis,Cycling,Cycling Track,USA,Men,1/2 Mile (804.7M),Bronze,"DOWNING, Burton"
1904,St Louis,Cycling,Cycling Track,USA,Men,1/2 Mile (804.7M),Gold,"HURLEY, Marcus"
1904,St Louis,Cycling,Cycling Track,USA,Men,1/2 Mile (804.7M),Silver,"BILLINGTON, Edward"
1904,St Louis,Cycling,Cycling Track,USA,Men,1/3 Mile (536.5M),Bronze,"BILLINGTON, Edward"
1904,St Louis,Cycling,Cycling Track,USA,Men,1/3 Mile (536.5M),Gold,"HURLEY, Marcus"
1904,St Louis,Cycling,Cycling Track,USA,Men,1/3 Mile (536.5M),Silver,"DOWNING, Burton"
1904,St Louis,Cycling,Cycling Track,USA,Men,1/4 Mile (402.3M),Bronze,"BILLINGTON, Edward"
1904,St Louis,Cycling,Cycling Track,USA,Men,1/4 Mile (402.3M),Gold,"HURLEY, Marcus"
1904,St Louis,Cycling,Cycling Track,USA,Men,1/4 Mile (402.3M),Silver,"DOWNING, Burton"
1904,St Louis,Cycling,Cycling Track,USA,Men,2 Miles (3.218KM),Bronze,"HURLEY, Marcus"
1904,St Louis,Cycling,Cycling Track,USA,Men,2 Miles (3.218KM),Gold,"DOWNING, Burton"
1904,St Louis,Cycling,Cycling Track,USA,Men,2 Miles (3.218KM),Silver,"GOERKE, Oscar"
1904,St Louis,Cycling,Cycling Track,USA,Men,25 Miles (40.232KM),Bronze,"WILEY, George"
1904,St Louis,Cycling,Cycling Track,USA,Men,25 Miles (40.232KM),Gold,"DOWNING, Burton"
1904,St Louis,Cycling,Cycling Track,USA,Men,25 Miles (40.232KM),Silver,"ANDREWS, Arthur F."
1904,St Louis,Cycling,Cycling Track,USA,Men,5 Miles (8.046KM),Bronze,"ANDREWS, Arthur F."
1904,St Louis,Cycling,Cycling Track,USA,Men,5 Miles (8.046KM),Gold,"SCHLEE, Charles"
1904,St Louis,Cycling,Cycling Track,USA,Men,5 Miles (8.046KM),Silver,"WILEY, George"
1904,St Louis,Fencing,Fencing,CUB,Men,Foil Individual,Bronze,"TATHAM, Charles"
1904,St Louis,Fencing,Fencing,CUB,Men,Foil Individual,Gold,"FONST, Ramon"
1904,St Louis,Fencing,Fencing,CUB,Men,Foil Individual,Silver,"VAN ZO POST, Albertson"
1904,St Louis,Fencing,Fencing,CUB,Men,Sabre Individual,Bronze,"VAN ZO POST, Albertson"
1904,St Louis,Fencing,Fencing,CUB,Men,Sabre Individual,Gold,"DIAZ, Manuel"
1904,St Louis,Fencing,Fencing,CUB,Men,"Stick, Single",Gold,"VAN ZO POST, Albertson"
1904,St Louis,Fencing,Fencing,CUB,Men,Épée Individual,Bronze,"VAN ZO POST, Albertson"
1904,St Louis,Fencing,Fencing,CUB,Men,Épée Individual,Gold,"FONST, Ramon"
1904,St Louis,Fencing,Fencing,CUB,Men,Épée Individual,Silver,"TATHAM, Charles"
1904,St Louis,Fencing,Fencing,USA,Men,Sabre Individual,Silver,"GREBE, William"
1904,St Louis,Fencing,Fencing,USA,Men,"Stick, Single",Bronze,"GREBE, William"
1904,St Louis,Fencing,Fencing,USA,Men,"Stick, Single",Silver,"O'CONNOR, William Scott"
1904,St Louis,Fencing,Fencing,USA,Men,Foil Team,Silver,USA
1904,St Louis,Fencing,Fencing,ZZX,Men,Foil Team,Gold,ZZX
1904,St Louis,Football,Football,CAN,Men,Football,Gold,CAN
1904,St Louis,Football,Football,USA,Men,Football,Bronze,USA
1904,St Louis,Football,Football,USA,Men,Football,Gold,USA
1904,St Louis,Football,Football,USA,Men,Football,Silver,USA
1904,St Louis,Golf,Golf,CAN,Men,Individual,Gold,"LYON, George Seymour"
1904,St Louis,Golf,Golf,USA,Men,Individual,Silver,"EGAN, Henri Chandler"
1904,St Louis,Golf,Golf,USA,Men,Individual,Bronze,USA
1904,St Louis,Golf,Golf,USA,Men,Team,Gold,USA
1904,St Louis,Golf,Golf,USA,Men,Team,Silver,USA
1904,St Louis,Gymnastics,Artistic G.,GER,Men,Combined 3 Events,Bronze,"WEBER, Wilhelm"
1904,St Louis,Gymnastics,Artistic G.,GER,Men,Individual All-Round,Silver,"WEBER, Wilhelm"
1904,St Louis,Gymnastics,Artistic G.,SUI,Men,Combined 3 Events,Gold,"SPINNLER, Adolf"
1904,St Louis,Gymnastics,Artistic G.,SUI,Men,Individual All-Round,Bronze,"SPINNLER, Adolf"
